Issue ID,Book,Location,Severity,Issue,Proposed correction,Owner,Reviewer,Status
PFL-09,PFL-AI,"domain-10-debt-sizing-covenants.md — KA 10.1 ""AI in this KA"" and KA 10.2 ""AI in this KA""",major,"These are the only two AI sections across domains 9–16 that state capability and verification without any prohibition. KA 10.1's runs to a single paragraph opening ""Model-building and scenario generation are legitimate machine work at this scale"" and closes on verification; there is no ""Where it must not go"" at all — and this is the knowledge area covering debt sizing, the largest single structuring decision in the domain. KA 10.2's names two useful checks and a verification duty but likewise sets no boundary. Every other AI section in the assigned range (including KA 10.3 and KA 10.4 in the same file) uses the three-part earns-its-place / must-not-go / verification structure with explicit prohibitions, so this is both a capability-without-limits defect and an internal inconsistency within one file.","Rewrite both to the domain's own three-part structure. For KA 10.1 add: no model may adopt a CFADS definition that has not been traced clause by clause to the executed facility (the failure mode the paragraph already identifies should be stated as a prohibition, not only as a verification step); no model may select the sizing ratio, the sculpting target or the target coverage, which are credit judgments owned by the lender and negotiated by the sponsor; and no machine-produced capacity number may be circulated without the Toolkit 10.T.4 sizing-basis statement attached. For KA 10.2 add: no model may certify a covenant compliance position or state a ratio as ""the"" ratio without the definition source recorded; and no model may resolve a definitional ambiguity where the documents conflict — that is a question for counsel and the agent, not a default. Close both with the standard ""AI proposes; the professional verifies, decides and remains accountable.""",unassigned,unassigned — Gate 3,Open
PFL-10,PFL-AI,"domain-11-risk-identification-allocation.md — KA 11.3, §11.3.1 ""Interest-rate exposure and the hedge ratio"" (and §11.3.2 ""Currency mismatch"")",major,"Hedging is treated as a pure arithmetic optimisation (hedge ratio, coverage bought per unit of range removed, the 70.0576 % minimum) with no governance whatsoever. The text says facilities ""covenant a hedging ratio"" — governance asserted but never operationalised. Absent: who owns the hedging decision and who approves it (board hedging policy / treasury mandate / lender-approved hedging strategy letter); the documentation set that must exist (ISDA master, schedule, CSA, confirmations, hedge counterparty accession to the intercreditor deed); the lenders' right to approve hedge counterparty standing and the replacement obligation on downgrade; the absolute prohibition on hedging beyond the scheduled notional profile or for any purpose other than the documented exposure (i.e. speculation, which finance documents routinely prohibit outright); the hedge-accounting consequence (failure to achieve or maintain designation puts mark-to-market movements through profit and loss, which can itself disturb accounting-based covenants and reported net worth) and its jurisdiction/framework dependence; and the evidence a reviewer should be able to find. The domain's own §11.3.1 mentions mark-to-market and counterparty credit as ""cautions"" only. Contrast §9.1.2, which correctly imposes a hard rule (""No shareholder-loan shield may be modelled without a written tax opinion"") — Domain 11 imposes none for a decision of comparable consequence.","Add a short §11.3.1b ""The hedging mandate"" before the currency topic, stating: (a) decision rights — the hedging policy and ratio are approved by the SPV board on a mandate agreed with lenders; individual transactions are executed by a named officer within that mandate and no execution may exceed the documented notional or tenor; (b) the prohibition — hedging beyond the amortisation profile, or without an underlying exposure, is speculation and is prohibited by the finance documents; over-hedging on a declining balance is a breach, not merely inefficiency; (c) required documentation and evidence — ISDA master and schedule, CSA if any, confirmations reconciled to the amortisation schedule, hedge counterparty credit approval with issuer-standing and downgrade-replacement terms, and the hedging strategy letter delivered to the agent; (d) escalation — any breach of the covenanted ratio, any counterparty downgrade below the specified standing, and any proposed unwind or restructure of a hedge goes to the board and to the agent before execution; (e) accounting — state that hedge-accounting designation, its documentation requirements and the profit-and-loss consequence of failing it are framework- and jurisdiction-specific and must be confirmed with the reporting accountants before a hedge is transacted.",unassigned,unassigned — Gate 3,Open
PFL-11,PFL-AI,"domain-12-contracts-transaction-structure.md — KA 12.4, §12.4.2 ""Change and variation mechanics"" and §12.4.3 ""The commercial arithmetic of a claim""",major,"Worked example 12.4.3 builds an expected-recovery model for a claim (probabilities 0.35 / 0.25 / 0.40, settlement ceiling 84.68 % of the disputed sum, breakeven disputed sum 6,901,234) that operates entirely on merits and process economics. It never states the precondition that determines whether the claim has any value at all: under most standard forms, service of a valid notice within a stated period is a **condition precedent to entitlement**, so a claim not notified in time is worth nothing regardless of merit — and the mirror duty runs upstream, where the project company must pass a claim through to the grantor or offtaker within that contract's own (often shorter) notice period or absorb it. Also absent from the body text: contemporaneous records as the evidence base on which quantum is proved; and any named internal owner or internal deadline for identifying a notifiable event and serving or acknowledging a notice. Notice and time bars appear only in the KA's ""AI in this KA"" paragraph and in Toolkit 12.T.3's header line, so a reader working the arithmetic can generate a defensible-looking expected recovery for a time-barred claim.","Add a ""Notice, records and the back-to-back check"" block at the head of §12.4.3, before the worked example: (a) valid and timely notice is typically a condition precedent to entitlement, and where it has been missed the probability set collapses — compute nothing until the notice position is established as a dated fact; (b) the project company's own notice obligations upstream must be checked against the downstream period received, and any gap between them is an uninsured exposure to be identified at contract stage (cross-reference §12.4.2's threshold and approval architecture); (c) contemporaneous records — site records, correspondence, programme updates and cost records — are the evidence on which quantum is proved and must be maintained from the date of the event, not assembled at claim stage; (d) name the owner (the project company's contract manager) and the internal deadline for escalating a potentially notifiable event to that owner and to counsel; and (e) note that whether a time bar operates as a strict condition precedent, and whether it can be relieved, is jurisdiction- and form-specific and is a question for counsel.",unassigned,unassigned — Gate 3,Open
PFL-12,PFL-AI,"domain-15-operations-performance-restructuring.md — KA 15.4, §15.4.1 ""What distress is, financially"" and §15.4.3 ""The enforcement floor and the bargaining range""",major,"The restructuring and enforcement analysis is presented as an unconstrained commercial negotiation. §15.4.1 defines distress and distinguishes it from insolvency, then hands the practitioner a three-lever framework; §15.4.3 computes an enforcement floor of 91.4291 % and instructs the reader which options are ""outside the feasible set"". Nowhere in the body text is the reader told (i) that reaching the §15.4.1 diagnostic is itself a trigger to take legal advice and to inform the board, (ii) that on approaching insolvency the SPV directors' duties may shift wholly or partly from shareholders to creditors, with personal exposure for continued trading, continued distributions or preferring one creditor, all of which differ fundamentally by jurisdiction, or (iii) that the enforcement floor assumes an enforcement the law may not permit on those terms — statutory moratoria, court-supervised processes, public-service or concession-continuity requirements, grantor step-in, and preference/clawback of pre-insolvency payments can each move the floor materially. The only legal caveat in the whole KA sits inside ""AI in this KA"", which is precisely where a practitioner working the arithmetic will not look, and Domain 15 contains one occurrence of ""jurisdiction"" and one of ""counsel"" across ~21,400 words covering distributions, waivers, restructuring and handback.","Insert a short boxed ""Professional obligation"" paragraph at the end of §15.4.1, before any arithmetic: naming the distress diagnostic as a mandatory escalation trigger to the board and to counsel in the SPV's jurisdiction of incorporation and the governing law of the finance documents; stating that directors' duties, the point at which they shift towards creditors, and the personal consequences of continuing to trade or distribute are jurisdiction-specific and must be advised on before any option is pursued; and requiring that no distribution be made once the sustainable-service test fails without a written confirmation that it remains lawful. Add two sentences to §15.4.3's closing qualifications: that the floor is a model of a *legally available* enforcement, and that whether, how quickly and on what terms security can be enforced — including any moratorium, court process, concession-continuity obligation or clawback of prior payments — is determined by the relevant insolvency régime and must be confirmed before the floor is used as a negotiating boundary.",unassigned,unassigned — Gate 3,Open
PFL-13,PFL-AI,"domain-16-data-automation-responsible-ai.md — §16.4.4 ""The AI governance frame"" and Toolkit 16.T.3; also domain-13-diligence-financial-close.md — Toolkit 13.T.3 ""Close register"" and §13.1.5 ""The data room and the diligence trail""",major,"Record-retention expectations are absent from all eight assigned domains. Every toolkit specifies owner, evidence, verifier and date to a high standard, but none states how long the artefact is kept, in what form, by whom, or against what horizon. The omission is most visible where the text itself raises the point and then drops it: §16.4.4 requires an audit trail because it is ""what makes an output defensible a year later"", but sets no retention period; §16.4.1 correctly identifies processor retention (""whether a service retains inputs, for how long"") as a contractual risk to settle before use, yet the organisation's own retention duty for the artefacts it creates is never stated; Toolkit 13.T.3 requires the funds-flow reconciliation to be signed before close day but says nothing about the closing set's retention; and Toolkit 13.T.2's model-audit finding register, which is the primary evidence of what was known at close, has no retention line. For a certification whose artefacts must survive a 25-year facility, a limitation period and a change of personnel, this is a completeness gap rather than a stylistic one.","Add a retention line to each toolkit in domains 9–16 (""retention: held by [named custodian] for [period], in a form that reproduces the figure from its own trail""), and a short paragraph in §16.4.4 and §13.1.5 stating the rule and its basis: retain for the longest of the applicable limitation period for claims under the relevant documents, the life of the facility plus its tail, and any statutory tax, accounting or regulatory requirement; retain the model version, input data version and attribution alongside the output, not separately; and state explicitly that retention periods, and any personal-data minimisation or deletion obligation that cuts across them, are jurisdiction-specific and must be confirmed rather than assumed.",unassigned,unassigned — Gate 3,Open
PML-03,PML-AI,"domain-02-strategy-selection.md — ""2.3.3 Sustainability and ESG value""",major,"Sustainability and ESG are treated purely as an appraisal-valuation question — constraint versus benefit, monetise only where a price exists, whole-life thinking — in seventeen lines. Nothing states that sustainability and social-value claims are, in a growing number of jurisdictions, the subject of mandatory disclosure and third-party assurance regimes, and that overstated or unevidenced environmental claims carry regulatory and litigation exposure distinct from the appraisal error the section describes. There is no jurisdictional caveat (the words ""jurisdiction"", ""disclosure"", ""assurance"" and ""greenwashing"" do not appear in the section, and ""greenwash"" appears nowhere in the manuscript set), no evidence requirement for a claimed carbon or social-value benefit, no statement of who owns and who may approve such a claim, and no external anchor — while the surrounding domain is scrupulous about jurisdiction elsewhere (2.2.2's discount rate, the public-sector mandated uplift in Industry variations). As written, a candidate could reasonably conclude that a carbon or social-value benefit is a purely internal estimating judgement.","Add a third numbered part to 2.3.3, ""As a disclosed claim"". State that where a benefit is reported externally — in a sustainability report, a bid, a regulatory submission or a financing document — it leaves the appraisal and enters a disclosure regime: the measure needs a stated boundary and method, a named owner, retained evidence sufficient to support external assurance, and approval by whoever signs the disclosure, not by the project. Add the standing caveat in the volume's existing form: which disclosure and assurance obligations apply, to which entities, on what timetable, and with what liability for an unsupported claim, is jurisdiction- and entity-specific and is taken from counsel and the reporting function, not from this book. Add the professional prohibition — a benefit that cannot be evidenced to the standard its intended audience requires is not reported as achieved — and cross-reference Domain 16's benefits-realisation evidence. If an external anchor is to be named, characterise it accurately (voluntary frameworks and mandatory regimes are different things) and add it to STANDARDS.md.",unassigned,unassigned — Gate 3,Open
PML-04,PML-AI,"domain-03-governance-decision-rights.md — ""3.3.2 Assurance lines""",major,"The section presents ""the three lines"" as generic professional vocabulary and asserts specific model claims as fact — that the second line provides independent challenge ""while remaining inside management's chain"" and that the third line reports ""to the audit committee or equivalent"". This is the Institute of Internal Auditors' model, a voluntary framework owned by a named body, which the IIA itself materially revised in 2020 (the ""Three Lines Model"", which dropped the ""of defence"" framing and its defensive/sequential reading). Presenting a specific, revised, voluntary model anonymously as settled practice both overstates its authority and leaves the reader unable to find the source. It is also inconsistent with the volume's own disclosure rule: STANDARDS.md states that ""a standard referenced in a chapter and missing from this register fails the build"", and no IIA reference appears among its 22 entries — so a framework is in use without disclosure. The same section supplies the residual-exposure arithmetic that the model is used to justify, which raises rather than lowers the need for accurate attribution.","Name the model and characterise it accurately in one sentence: an assurance architecture published by the Institute of Internal Auditors, voluntary guidance rather than a standard or a requirement, revised by its owner so that the current formulation is a model of roles rather than sequential lines of defence — described here in this book's own words. Add a second sentence stating that it is one architecture among several and that the applicable assurance structure is set by the organisation's own governance (and, in regulated sectors, by the regulator), so the three-line vocabulary is a lens rather than an obligation. Soften the two asserted structural claims to ""typically"" and note that reporting lines vary by organisational form (the section's own 3.1.2 material on organisational forms is the natural cross-reference). Add the reference to STANDARDS.md under a new ""Assurance and internal audit"" heading so the register's completeness rule is satisfied.",unassigned,unassigned — Gate 3,Open
PML-05,PML-AI,"domain-03-governance-decision-rights.md — ""3.3.4 Auditability and the decision record"" and ""Toolkit 3.T.3 — Decision record entry and its integrity checks""",major,"The domain specifies with real precision what a decision record must contain and how to audit it monthly, but nowhere states how long records are kept, who is the custodian, where they live, whether they are tamper-evident or version-controlled, who may access or amend them, or what happens to them at project closure. The whole argument of 3.3.4 is that the record must answer ""was it reasonable on what was known at the time?"" when examined ""in a lessons review, a dispute, an audit or an inquiry"" — all of which occur years after the decision — yet no retention expectation is stated anywhere in Domains 1–8. The gap is systemic: 5.4.3 requires that acceptance ""evidence is retained"" with no period or custodian; 4.3.3's baseline archive, 4.4.3's change log, 7.2.3's audit trail and 8.3.2's reserve-draw protocol all rely on records surviving without saying who guarantees that they do. A record with no custodian and no retention period is the artefact most likely to be missing at the moment it is needed.","Add a short closing part to 3.3.4, ""Custody and retention"": name a custodian role for the decision log, change log, gate packs, baseline archive and acceptance evidence; require records to be held in a system that preserves version and prevents silent amendment (an amended record carries the amendment, the amender and the reason); state the retention period as a governance decision made in advance — set by the longest of the contractual limitation period, the regulatory retention requirement, the benefits-realisation horizon and the organisation's records policy, with the standing caveat that statutory retention periods are jurisdiction- and sector-specific and are taken from the records/legal function; and require an explicit handover of custody at closure so records outlive the temporary organisation (cross-reference Domain 16). Add a retention/custodian line to Toolkit 3.T.3 and to the acceptance-evidence provision at 5.4.3.",unassigned,unassigned — Gate 3,Open
PML-06,PML-AI,"domain-06-planning-scheduling-flow.md — ""6.4.2 Schedule compression and recovery"" (Worked examples 6.4.2, 6.4.2b, 6.4.2c and the Recovery paragraph)",major,"Compression is priced entirely as cost and rework probability. Overtime, second shifts, night working, crew addition and overlapping installation with commissioning are treated as freely purchasable levers bounded only by a ""technical limit"" in the cost-slope table. Nothing states that these levers are also bounded by statutory working-time and fatigue-management duties, by safety-case and permit-to-work conditions, and by collective or individual employment agreements; that overlapping two disciplines on the same plant (6.4.2c) is a simultaneous-operations decision that in many sectors requires a separate safety review and approval before it can be bought at any price; or that these constraints vary by jurisdiction and sector. The single acknowledgement — ""night-shift error rates are not day-shift error rates"" — is framed as a quality consequence to be priced, not as a limit that may forbid the purchase. Given the running utility case and the domain's explicit instruction that a recovery plan states ""the decision authority spending them"", the omission of the safety approver from that authority set is a professional gap, and the arithmetic as presented could be used to justify a compression a safety regime does not permit.","Insert a short ""What bounds the menu"" paragraph before Worked example 6.4.2b. State that each compression lever carries a non-financial ceiling — statutory working-time and rest limits, fatigue-management duties, safety-case and permit conditions, and agreement terms — that these are jurisdiction- and sector-specific and are taken from the safety function, HR and counsel rather than from a cost slope, and that a lever whose ceiling is binding is not available at any price. Add the corresponding decision-rights sentence: on a fast-track or shift-pattern change with a safety consequence, the compression decision requires the named safety approver in addition to the authority spending the money, and the recovery plan (Toolkit 6.T.2) records both. Add a line to Toolkit 6.T.4 (""Compression menu"") requiring each priced lever to carry its non-financial ceiling and the approval it needs alongside its cost slope and max weeks.",unassigned,unassigned — Gate 3,Open
PML-07,PML-AI,"domain-07-cost-resources-commercial.md — ""Knowledge Area 7.2 — The cost baseline, actuals and forecasting"" (no ""AI in this KA"" section between 7.2.3 and ""Key terms — KA 7.2"")",major,"KA 7.2 is the only substantive Knowledge Area in Domains 1–8 that carries no AI treatment of any kind — the region 7.2.1–7.2.3 contains no reference to AI, machine computation, automation or tooling. This is the KA covering accruals, actual-cost capture, commitment coverage and baseline integrity, which is precisely where automated accrual estimation, ERP/ledger extraction and rules-based commitment matching now originate, and where an unverified automated accrual silently corrupts every index computed in KA 7.3 — the effect MCQ 7.2-A itself describes (a stepped CPI caused by missing accruals) with no statement of how an automated feed would be verified or who owns it. The same structural gap exists at Domain 8, KA 8.3 (""Responses, reserves and governance""), which has no AI section either, despite 8.3.2's reserve-adequacy recomputation being routine automation. Domains 4 and 5 set the mature pattern (""where it earns its place / where it must not go / verification, concretely""), so the absence reads as an omission rather than a decision.","Add an ""AI in this KA"" section to KA 7.2 immediately before ""Key terms — KA 7.2"", following the Domain 5 three-part pattern. Earns its place: reconciling ledger actuals to the cost report, identifying periods with no accrual posted against evidence of work received, sweeping open purchase orders to compute commitment coverage, and flagging control-account transfers not carried by a change reference. Must not go: determining whether work has been received (a measurement judgement with a named human owner), setting or adjusting an accrual, authorising a control-account transfer, or re-baselining — all of which move money or the measurement basis. Verification, concretely: recompute the AC-plus-accrual total against the ledger, confirm the accrual reversal in the following period (7.2.1's timing invariant), and reproduce commitment coverage by hand for one period. Add the equivalent section to Domain 8 KA 8.3, with the explicit prohibition that no model output may authorise a reserve draw — a draw is an attributable decision under the published protocol (8.3.2).",unassigned,unassigned — Gate 3,Open
PML-08,PML-AI,"domain-08-risk-uncertainty-resilience.md — ""8.4.3 Crisis leadership""",major,"Crisis leadership is given twelve lines of posture (stabilise, establish facts, decide with a clock, communicate, protect the team, capture the lesson) with no professional operating content. Missing: who declares a crisis and who stands it down; what authority the leader acquires and does not acquire on declaration (specifically, who may stop work, who may commit unbudgeted funds, and against which reserve); the mandatory external-notification duties that a serious materialised risk frequently triggers — safety regulator, environmental regulator, data-protection authority, insurer notification conditions, client notification clauses in the contract — together with the standing caveat that these are jurisdiction- and sector-specific, statutory rather than discretionary, and to be taken from the regulator and counsel; the requirement to keep a contemporaneous decision log and to preserve evidence from the moment of declaration (which is when records are most often overwritten and most likely to be examined later); and the interaction with 3.3.3's escalation route and 4.4.1's emergency change route. The book elsewhere handles legally sensitive ground carefully (1.4.3, 7.4.2, 8.3.1), which makes the silence here conspicuous: the two running cases are a clinical system and a utility, where a materialised risk is exactly the class of event that carries a notification clock.","Expand 8.4.3 into a section with three named parts. **Declaration and authority**: who may declare (named role), what the declaration changes (a stated fund, a stated stop-work authority, a standing meeting cadence), and who stands it down — modelled on the emergency change route of Domain 4, KA 4.4.1 so that the two instruments are consistent. **Notification**: a stated duty to establish, before the crisis, which external notifications the project's sector and jurisdiction impose and on what clock (safety, environmental, data protection, listing/market disclosure, insurer, client), recorded as a one-page notification map held with the risk register; with the volume's standing caution that the applicable duties are statutory, jurisdiction-specific, and taken from the regulator and qualified counsel, never from this book. **Record**: a contemporaneous decision log from the moment of declaration (reference, time, decision-maker, information relied on, per 3.3.4), and an instruction to preserve rather than tidy the evidence. Add one worked example pricing the cost of a delayed notification against the cost of an early one, consistent with the escalation-timing arithmetic of Worked example 1.2.2.",unassigned,unassigned — Gate 3,Open
PML-09,PML-AI,"domain-09-quality-assurance-improvement.md — ""9.3.1 The acceptance decision and nonconformance disposition"" and ""Toolkit 9.T.2 — Acceptance and disposition record with the self-consistency test""",major,"Domain 9 contains no record-retention or record-custody treatment of any kind — the words ""retention"" and ""retain"" do not appear in the file, and ""jurisdiction"" appears zero times. This is the domain that creates the evidence on which later disputes, audits, latent-defect claims and regulatory inspections turn: acceptance records with named signatories, concession authorisations, nonconformance dispositions, test and inspection evidence, and the cumulative concession register. 9.3.1 requires that concessions be ""counted, not merely recorded"" and Toolkit 9.T.2 specifies a rich record, but neither states for how long it is kept, who custodies it, who may authorise disposal, or that in regulated sectors (life sciences, medical devices, aerospace, nuclear, rail) the retention period for quality records is set by the approval regime or by contract and differs by jurisdiction. Domain 16 KA 16.4.4 establishes that contract and technical evidence pays as insurance above a 3.64 % need probability and that retention is ""a schedule by class, never a single rule"" — but Domain 9 never points to it, so the practitioner who adopts 9.T.2 builds the evidence and inherits no obligation to preserve it.","Add a short paragraph to 9.3.1, ""The record and how long it lives"", stating that acceptance records, concession authorisations, disposition decisions and their supporting verification evidence are the primary evidence in any later dispute or audit; that each is assigned a record class with a custodian, a retention period and a disposal authority; that the period is set by the applicable regime and by contract and differs by jurisdiction rather than by the project's convenience, and that nothing in the domain states a legal minimum; and cross-reference Domain 16 KA 16.4.4. Add three fields to Toolkit 9.T.2: record class, custodian, and retention period with the source of the period named.",unassigned,unassigned — Gate 3,Open
PML-10,PML-AI,"domain-10-procurement-contracts-supply.md — domain-wide; most acutely ""10.3.1 Contract strategy as risk allocation"" and ""10.4.3 Ethical and sustainable sourcing""",major,"Domain 10 anchors to no external authority anywhere in ~20,500 words. No standard-form contract family is named (NEC, FIDIC, JCT or their civil-law equivalents), no voluntary standard is cited for procurement or supplier collaboration, and 10.4.3 — a section entirely about human rights, forced labour and supply-chain due diligence — names no international instrument at all, referring only to unspecified ""human-rights, modern-slavery or supply-chain due-diligence legislation"". The jurisdictional caveats in the domain are exemplary; what is absent is the portable, non-jurisdictional anchor a certification body of knowledge is expected to give, and the omission is inconsistent within the book — Domain 9 anchors ISO 9000/9001 and Domain 14 anchors ISO/IEC 42001, 23894, 27001, 27701, 62443, 8000, 25012, IEC 38507 and ISO 19650. A candidate leaves Domain 10 unable to name a single recognised reference point for contract form, sustainable procurement, collaborative supplier relationships or human-rights due diligence. The same gap exists in Domains 11, 12, 13, 15 and 16, which name no external authority either.","Add a short ""Reference points"" paragraph to 10.3.1 and to 10.4.3, characterised strictly and never overstated. In 10.3.1: name the standard-form families (NEC, FIDIC, JCT and their civil-law counterparts) as **privately published model forms whose effect derives entirely from being incorporated into a contract, not from any legal status**, and note ISO 44001 as voluntary guidance on collaborative business relationships. In 10.4.3: name the UN Guiding Principles on Business and Human Rights and the OECD Guidelines for Multinational Enterprises and its Due Diligence Guidance as **non-binding international instruments** that supply the method (risk-tiered diligence, remediation-first response) but impose no obligations of themselves, expressly distinguishing them from the national due-diligence legislation the section already discusses; and ISO 20400 as **voluntary guidance, not a certifiable requirement**, on sustainable procurement. Apply the same treatment to the other unanchored domains — for Domain 15, the ISO 21500-series portfolio and programme standards as voluntary; for Domain 16, a records-management and a service-transition reference.",unassigned,unassigned — Gate 3,Open
PML-11,PML-AI,"domain-11-stakeholders-communication-influence.md — ""11.1.2 Assessment — influence, interest, attitude and consent risk"", ""11.A.2 The stakeholder register as a decaying asset"", ""Toolkit 11.T.1 — Stakeholder register and engagement allocation sheet""",major,"Toolkit 11.T.1 specifies a register row containing a **named individual**, a subjective **attitude assessment ""with the evidence""**, an influence score, a consent-risk judgement, and a relationship map of ""who they follow, who follows them"". That is a file of personal data holding recorded opinions about identified people, and Domain 11 supplies no treatment of it: no statement that it is personal data, no lawful basis or owner, no access restriction, no retention or deletion point, and no caveat that in many jurisdictions the individuals concerned may be entitled to see what is held about them — which changes how attitude entries should be written. 11.A.2 treats register decay purely as an accuracy problem (30.6 % annual role-holder turnover) and prescribes refresh, never deletion of the departed holder's assessment. The omission is internally inconsistent: the domain's own KA 11.3 AI section already states the correct principle — ""an assessment of a colleague's motives generated by a tool and stored in a project record is an employment and dignity problem regardless of its accuracy"" — but applies it only to AI-generated content, not to the human-authored register the toolkit tells the reader to build.","Add a paragraph to 11.1.2, ""What the register is, as a record"", establishing that a register naming individuals with attitude and influence assessments is personal data held by the organisation; that it needs a stated owner and access list rather than open circulation; that attitude must be recorded as an **observed position with its source** (""objected to the interface scope in the 14 March minute"") rather than as a characterisation of the person; that entries for departed role holders are deleted rather than archived at the refresh in 11.A.2; that the register carries a deletion point at project closure; and that data-protection obligations, including any right of the individual to see what is held, apply on their own terms in their own territories and should be settled with whoever holds data-protection accountability in the organisation — this being illustrative of the discipline, not a statement of any jurisdiction's law. Add ""access list"", ""deletion point"" and ""basis of the attitude entry (observed act and source)"" to Toolkit 11.T.1, and cross-reference Domain 14 KA 14.4.4 and Domain 16 KA 16.4.4.",unassigned,unassigned — Gate 3,Open
PML-12,PML-AI,"domain-12-leadership-teams-behaviour.md — ""12.4.3 Ethical leadership and the leader's own conduct""",major,"The section handles the common cases well — report the forecast you believe in writing, state the date you can commit to, stop where the work can hurt someone — but every path terminates at the same place: ""then letting the accountable person decide with the information"". It never addresses what a professional does when the accountable person, having been told in writing, directs the misstatement anyway, or proceeds despite a stated safety objection. Missing entirely: the dissent record (what it must contain, where it is filed, who else receives a copy so it cannot be removed by the person it concerns); the escalation route beyond the accountable person — next governance tier, independent assurance or internal audit, then the board or its audit/risk committee; the point at which a leader must decline to sign an acceptance, readiness certificate or final account they do not believe; and any acknowledgement that protected-disclosure regimes exist, differ substantially by jurisdiction, and carry conditions. The section's own closing observation — that ethical failure is ""an accumulation of small deferrals"" — describes precisely the failure a route of last resort exists to prevent, and the domain elsewhere shows it can handle jurisdictional sensitivity well (12.3.4 on performance management is a model of it). This is professional obligation asserted without a mechanism.","Add a subsection, ""When the decision goes the other way"", stating: the leader records a **dissent** — the fact stated, the date it was stated, to whom, the decision taken, and the risk the leader believes remains — filed in the decision record under Domain 3 KA 3.3.4 with a copy to a party other than the decision-maker; the leader does not sign an acceptance, readiness certificate or account they do not believe, and says in writing why; where the matter is a safety or harm risk the obligation to escalate beyond the accountable person is absolute and the route runs to the next governance tier, then to independent assurance, then to the board or its audit committee. Add a neutral closing note, expressly not legal advice: that many jurisdictions operate protected-disclosure regimes whose scope, conditions and protections differ materially, that the organisation's own policy and its legal function should be engaged before any external step, and that nothing here states the position in any jurisdiction.",unassigned,unassigned — Gate 3,Open
PML-13,PML-AI,"domain-14-digital-data-responsible-ai.md — ""14.4.3 Human accountability and the AI use register"" and ""14.A.2 Drift, revalidation and the lifecycle of a model""",major,"The word ""escalation"" does not occur anywhere in Domain 14. The AI use register is a strong preventive instrument — accountable person, consequence per escaped error, verification tier, prohibited adjacent uses — but the domain never states what a professional must DO once an AI output that was relied on in a recorded decision is later found to be materially wrong, or once differential error (14.4.2) is detected in a deployed system. Missing: who must be told, within what period; which decisions taken on the defective output are reopened and by whose authority; whether the register entry is suspended and the use stopped pending re-measurement; whether an affected person, counterparty, insurer or supervisory body is notified; and who authorises resumption. 14.A.2 supplies revalidation *triggers* but treats them as measurement hygiene, not as an incident with an accountable route — its only lifecycle actions are retirement and retention. The result is an AI-governance domain with a complete control set and no failure path, which is exactly the ""governance asserted but not operationalised"" pattern: 14.4.3 requires an accountable person for every output but never says what that accountability obliges them to do when the output fails.","Add a short subsection at the end of 14.4.3, ""When a relied-upon output turns out to be wrong"", stating the obligation as a sequence: stop the use and suspend the register entry; identify every recorded decision that cited the output (which the register's ""decision informed"" column makes possible); notify the accountable person and the decision-maker in writing on the day it is known, applying Domain 11 KA 11.2.3's escalation-grade message; reopen decisions above a stated materiality threshold with the same authority that took them; record whether an affected person, counterparty or supervisory body must be told and on whose determination; and require a named authority to re-measure p and q before the use resumes. Add two columns to the register and to Toolkit 14.T.1: ""Failure route — who is notified and within what period"" and ""Decisions to reopen on failure"". Add to 14.A.3: ""Every register entry names a failure route, and every AI-informed decision can be found from the output that informed it.""",unassigned,unassigned — Gate 3,Open
PML-14,PML-AI,"domain-15-programmes-portfolios-enterprise.md — ""15.2.1 The portfolio benefits register and the four double counts"" and ""Toolkit 15.T.3 — Portfolio benefits bridge"" (with domain-16 ""16.4.1 The benefits measurement plan"")",major,"The portfolio benefits register is defined with a measure, baseline, receiving-organisation owner and contributing components — but with no **cashable / non-cashable** classification, and the domain never uses the word. Worked example 15.2.1 then applies an investment committee's **four-year simple payback rule** to a benefit stream that visibly mixes fund types: released clinician time from chasing paper referrals, released administrative posts valued at 42,000 each, ""improved decision-making"", and pharmacy stock savings. Payback compares a cash outlay against a cash return; applying it to released capacity treats a benefit that never leaves anyone's budget as if it repaid the 4,880,000. The whole professional conclusion of the example — that reconciliation moves payback from 3.5188 to 4.3129 years and flips the committee's decision — rests on a denominator whose composition is never disclosed. The book plainly knows the distinction: KA 15.3.4 correctly excludes the 364,800 of eliminations from the enterprise PMO's value case because ""eliminating a double count creates no value"", and Domain 16's healthcare industry variation notes benefits there are ""overwhelmingly capacity rather than cash"". Domain 16 KA 16.4.1's required elements of a benefits measurement plan omit the classification too, so the gap survives to closeout. The governance consequence is concrete: an approval granted on a payback test that finance cannot honour, with no named authority having been asked whether the saving is budget-removable.","Add a mandatory classification to the register in 15.2.1 — cashable (budget-removable, with the budget line named), capacity-released, cost-avoidance, or non-financial — and state the decision right: the **finance owner of the affected budget**, not the portfolio board or the delivering component, confirms cashability in writing, and an unconfirmed cashable claim is recorded as capacity-released until it is. Restate the worked example's payback test as applied to the cashable stream with the capacity stream reported alongside, or state explicitly which of the five components' benefits are cashable and that the rule is being applied to a mixed stream by the committee's own convention. Add the classification column and the finance-owner confirmation count to Toolkit 15.T.3's integrity checks, and add the same field to the required elements of Domain 16 KA 16.4.1.",unassigned,unassigned — Gate 3,Open
